"","words","counts","len"
"1090","ahora,",7,6
"1091","Ahora,",2,6
"1092","ahora?",1,6
"1093","ahora.Las",1,9
"1094","ahoraque",1,8
"1095","ahoravoy",1,8
"1096","ahorrando",1,9
"1097","ahórrese",1,8
"1098","Aimard***",1,9
"1099","AimardThis",1,10
"1100","AIMARDTRADUCCIÓN",2,16
"1101","AimardTranslator:",1,17
"1102","aire",2,4
"1103","aire,",3,5
"1104","aire;",2,5
"1105","aires.",1,6
"1106","aislada,",1,8
"1107","ajaba",1,5
"1108","ajedrez",1,7
"1109","ajenas.Algunas",1,14
"1110","ajuar",1,5
"1111","ajustado",1,8
"1112","ajustaríanlas",1,13
"1113","ajuste",1,6
"1114","AK",1,2
"1115","al",861,2
"1116","Al",7,2
"1117","ala",7,3
"1118","alabanzas,",1,10
"1119","alabarda.Don",1,12
"1120","alabrigo",1,8
"1121","alamanecer",1,10
"1122","alameda",2,7
"1123","Alameda.Los",1,11
"1124","alamedas",1,8
"1125","alamedas.--Alguien",1,18
"1126","alarde",1,6
"1127","alardes",1,7
"1128","alArenal,",1,9
"1129","alargaba",1,8
"1130","alargos",1,7
"1131","alarma;",1,7
"1132","alarma.Sin",1,10
"1133","alarmante",1,9
"1134","alas",9,4
"1135","alas,",1,5
"1136","Alaska,",1,7
"1137","alaventurero",1,12
"1138","alaventurero,",1,13
"1139","alaventurero.Poco",1,17
"1140","alayuntamiento",1,14
"1141","alba;",1,5
"1142","alba.",1,5
"1143","alba.El",1,7
"1144","albacea",2,7
"1145","albardas",1,8
"1146","alboroto",1,8
"1147","alborozo",2,8
"1148","alcabo",1,6
"1149","alcalde",3,7
"1150","alcampo",2,7
"1151","alcance",5,7
"1152","alcance,",1,8
"1153","alcance.En",1,10
"1154","alcance.La",1,10
"1155","alcancede",2,9
"1156","alcanza",1,7
"1157","alcanzada",2,9
"1158","alcanzado",2,9
"1159","alcanzados",1,10
"1160","alcanzan",1,8
"1161","alcanzar",3,8
"1162","alcanzarla",1,10
"1163","alcanzarles",2,11
"1164","alcanzarles.Y",1,13
"1165","alcélebre",1,9
"1166","alcielo;",1,8
"1167","alcinto",1,7
"1168","alconde",1,7
"1169","alconde,",1,8
"1170","alconde.Ahora,",1,14
"1171","alcontrario,",1,12
"1172","alcorazón.--Aquí",1,16
"1173","alcoronel.--En",1,14
"1174","alcorriente",1,11
"1175","alcrimen,",1,9
"1176","alcumplido",1,10
"1177","alcumplimiento",1,14
"1178","aldeas",1,6
"1179","aldeas,",1,7
"1180","aldeas;",1,7
"1181","aldecirle",1,9
"1182","aldedillo",1,9
"1183","aldormitorio",1,12
"1184","alefecto",1,8
"1185","alegaba",1,7
"1186","alegando,",1,9
"1187","alegrada",1,8
"1188","alegraré",1,8
"1189","alegre",5,6
"1190","alegre.",1,7
"1191","alegremente",5,11
"1192","alegremente,",2,12
"1193","alegremente;",1,12
"1194","alegres",2,7
"1195","alegres.",1,8
"1196","alegría",9,7
"1197","alegría,",4,8
"1198","alegría:--Prefiero",1,18
"1199","alegríaque",2,10
"1200","alegrías,",1,9
"1201","alegró,",1,7
"1202","aleja",1,5
"1203","alejaba",1,7
"1204","alejaba;",1,8
"1205","alejabacon",1,10
"1206","alejaban",3,8
"1207","alejaban.--Se",1,13
"1208","alejado",3,7
"1209","alejados",1,8
"1210","alejándose",1,10
"1211","alejará",1,7
"1212","alejarme",1,8
"1213","alejaron",2,8
"1214","alejaron,",1,9
"1215","alejarse",2,8
"1216","alejarse.--¿No",1,14
"1217","alejó",9,5
"1218","alejó.--Por",1,11
"1219","alemán,",1,7
"1220","alemana",1,7
"1221","Alemania",3,8
"1222","Alemania,",1,9
"1223","Alemania.",1,9
"1224","Alemaniadonde",1,13
"1225","alencuentro",1,11
"1226","alenemigo?--Aquí,",1,17
"1227","alenemigo.Los",1,13
"1228","alengañador,",1,12
"1229","alentabaun",1,10
"1230","alentadora",1,10
"1231","alentadospor",1,12
"1232","alentrar",1,8
"1233","aLeón",1,5
"1234","alerta;",2,7
"1235","alestado",1,8
"1236","alféizar",1,8
"1237","alfeñique.--V.",1,14
"1238","alférez",1,7
"1239","alférez,",2,8
"1240","alfileres",1,9
"1241","alfileres.--Don",1,15
"1242","alforjas",2,8
"1243","alforjas,",1,9
"1244","alforjasy",1,9
"1245","algeneral",1,9
"1246","algo",18,4
"1247","algo,",3,5
"1248","algo:",1,5
"1249","algo?",2,5
"1250","algo?--Sí",1,9
"1251","algo.--¿Busca",1,13
"1252","algo.--En",1,9
"1253","algo.--Está",1,11
"1254","algo...--Se",1,11
"1255","algo.En",1,7
"1256","algoa",1,5
"1257","algobierno",1,10
"1258","algomisterioso;",1,15
"1259","algorealmente",1,13
"1260","algrado",1,7
"1261","algrano:",1,8
"1262","alguerrillero.El",2,16
"1263","alguien",3,7
"1264","alguien,",1,8
"1265","algún",13,5
"1266","alguna",31,6
"1267","alguna,",10,7
"1268","alguna,ya",1,9
"1269","alguna;",4,7
"1270","alguna;si",1,9
"1271","alguna?--Algunas,",1,17
"1272","alguna.",3,7
"1273","alguna.--¿Pero",1,14
"1274","alguna.--Entonces",1,17
"1275","alguna.--Obre",1,13
"1276","alguna.--Viene",1,14
"1277","alguna.Don",2,10
"1278","alguna.En",1,9
"1279","alguna.Únicamente",1,17
"1280","algunaa",1,7
"1281","algunacon",1,9
"1282","algunaen",1,8
"1283","algunas",42,7
"1284","algunasdudas",1,12
"1285","algunashoras",1,12
"1286","algunaspalabras",2,15
"1287","algúnconocido",1,13
"1288","algúndocumento?--De",1,19
"1289","algúnhacendero",1,14
"1290","alguno",19,6
"1291","alguno,",4,7
"1292","alguno?--¿Qué",1,13
"1293","alguno.",1,7
"1294","alguno.--¿Quién?",1,16
"1295","alguno.--No",1,11
"1296","alguno.--No,",1,12
"1297","alguno.El",1,9
"1298","alguno.Los",1,10
"1299","algunopara",1,10
"1300","algunos",98,7
"1301","algunoscriados",1,14
"1302","algunosdías",1,11
"1303","algunosdías,",1,12
"1304","algunosfueron",1,13
"1305","algunoshombres",1,14
"1306","algunosminutos",1,14
"1307","algunosminutos;",1,15
"1308","algunospasos",2,12
"1309","algunosrebaños",1,14
"1310","algunossegundos",1,15
"1311","algunossegundos,",1,16
"1312","algunossegundos.Don",1,19
"1313","algunostabiques,",1,16
"1314","algúntiempo;",1,12
"1315","alhablar",1,8
"1316","alhajado.Doña",1,13
"1317","alherido,",1,9
"1318","alhonrado",1,9
"1319","aliado",2,6
"1320","aliándose",1,9
"1321","alianza",1,7
"1322","alianza,destinada",1,17
"1323","alianzas,",1,9
"1324","aliento",2,7
"1325","aliento.",1,8
"1326","aliento.Esta",1,12
"1327","aligeren.Y",1,10
"1328","aligual",1,7
"1329","alimento",1,8
"1330","alimentó,",1,9
"1331","alineados,",1,10
"1332","alinearon,",1,10
"1333","alineó",1,6
"1334","alinfeliz",1,9
"1335","alinstante",1,10
"1336","alivia",1,6
"1337","alivio",1,6
"1338","alivio.--¿Qué",1,13
"1339","all",15,3
"1340","allá",20,4
"1341","allá,",1,5
"1342","allá!--¿Por",1,11
"1343","allá.El",1,7
"1344","allado",1,6
"1345","allála",1,6
"1346","allanando",1,9
"1347","allegar",1,7
"1348","allende",1,7
"1349","allí",2,4
"1350","allí,",4,5
"1351","allí.--Comprendo,",1,17
"1352","allliability",1,12
"1353","allorar",1,7
"1354","allow",1,5
"1355","allthe",1,6
"1356","alma",19,4
"1357","alma,",6,5
"1358","alma.",2,5
"1359","alma.--Por",1,10
"1360","alma.Don",1,8
"1361","almade",1,6
"1362","almal?--¡Verdugo!",1,17
"1363","almas.En",1,8
"1364","almayordomo",1,11
"1365","almayordomo,",1,12
"1366","almenar",1,7
"1367","almenas",1,7
"1368","almismo",2,7
"1369","almohada",1,8
"1370","almomento",1,9
"1371","alMoreno",1,8
"1372","almorir,",1,8
"1373","almorzamos?",1,11
"1374","almorzar",1,8
"1375","almorzar.Por",1,12
"1376","almorzara",1,9
"1377","almorzarécon",1,12
"1378","almorzaremos",1,12
"1379","almost",2,6
"1380","almuerzo",3,8
"1381","almuerzo.--Pero",1,15
"1382","almuerzo.Don",1,12
"1383","almuerzo.Vamos",1,14
"1384","almuerzoo",1,9
"1385","alo",2,3
"1386","áloe",1,4
"1387","áloes",1,5
"1388","aloficial;",1,10
"1389","alojándole",1,10
"1390","alojándoles",1,11
"1391","alone",1,5
"1392","aLópez",1,6
"1393","alos",6,4
"1394","alparecer",2,9
"1395","alpartido",1,9
"1396","alpaseo",1,7
"1397","alpaso",1,6
"1398","alpunto,",1,8
"1399","alque",1,5
"1400","alquilase",1,9
"1401","alrancho",1,8
"1402","alRayo.Supo",1,11
"1403","already",1,7
"1404","alrededor",10,9
"1405","Alrededor",1,9
"1406","alrededor,",2,10
"1407","alrededor.E",1,11
"1408","alrededores",4,11
"1409","alsalón,",1,8
"1410","alsargento",1,10
"1411","alseto,",1,7
"1412","also",2,4
"1413","alsolinking",2,11
"1414","alta",5,4
"1415","alta;",1,5
"1416","alta:mi",1,7
"1417","altanera,",1,9
"1418","altanero",1,8
"1419","altas",3,5
"1420","altas;",1,6
"1421","altassabanas",1,12
"1422","alteration,",1,11
"1423","altérmino",1,9
"1424","alternate",1,9
"1425","alternativa,",1,12
"1426","altivez",4,7
"1427","altivo",1,6
"1428","alto",11,4
"1429","alto,",1,5
"1430","alto;",2,5
"1431","altos",1,5
"1432","altrabajo,",1,10
"1433","altura",2,6
"1434","altura,",1,7
"1435","altura,van",1,10
"1436","altura?--No,",1,12
"1437","altura.--¡Adelante!",1,19
"1438","alturas",3,7
"1439","alturas.Delante",1,15
"1440","alucinación",1,11
"1441","alucinación,",1,12
"1442","alud,",1,5
"1443","alude,",1,6
"1444","aludeV.:",1,8
"1445","aludidos,",1,9
"1446","alumbraba",1,9
"1447","alumbraba,",1,10
"1448","alumbrada",1,9
"1449","alumbral",1,8
"1450","alusión",1,7
"1451","Álvarez,",1,8
"1452","alzaprima.Aunque",1,16
"1453","ama",7,3
"1454","ama,",8,4
"1455","ama,éste",1,8
"1456","ama!",1,4
"1457","ama?",1,4
"1458","ama.",1,4
"1459","amabilidadde",2,12
"1460","amabilísimo",1,11
"1461","amabilísimo;",1,12
"1462","amable",1,6
"1463","amable,",2,7
"1464","amable.Don",1,10
"1465","amablecomo",1,10
"1466","amables?",1,8
"1467","amadas",1,6
"1468","amado",2,5
"1469","amaDolores!El",1,13
"1470","amados",1,6
"1471","amaga",1,5
"1472","amaga,",1,6
"1473","amaga.--¿Pero",1,13
"1474","amagaba",1,7
"1475","amalgama",1,8
"1476","amanecer,",1,9
"1477","amanecerá;",1,10
"1478","amaneció,",1,9
"1479","amano",1,5
"1480","amante",1,6
"1481","amante?",1,7
"1482","amante.Con",1,10
"1483","amantes",1,7
"1484","amaque",1,6
"1485","amarchas",1,8
"1486","amarga",3,6
"1487","amarga,",1,7
"1488","amargura,",2,9
"1489","amargura;",2,9
"1490","amarguras?dijo",1,14
"1491","amaría",1,6
"1492","amarilla,",2,9
"1493","amarillentas",1,12
"1494","amarla,",1,7
"1495","amartilló,",1,10
"1496","amas?",2,5
"1497","ambages",4,7
"1498","ambages,",1,8
"1499","ambages.",1,8
"1500","ambages.--No",1,12
"1501","ambas",5,5
"1502","ambición",2,8
"1503","ambición?",1,9
"1504","ambicionaba.Al",1,14
"1505","ambicioso,",1,10
"1506","ambiente",1,8
"1507","ambiente.Los",1,12
"1508","ambos",10,5
"1509","ambos,",1,6
"1510","ambosgentiles",1,13
"1511","ambosgobiernos,",1,15
"1512","ame",1,3
"1513","amé",1,3
"1514","aMéjico,",1,8
"1515","aMéjico.La",1,10
"1516","amenaza",5,7
"1517","amenaza,",2,8
"1518","amenazaba",1,9
"1519","amenazabahacerle",1,16
"1520","amenazadesbandarse,",1,19
"1521","amenazador.",1,11
"1522","amenazadora;",1,12
"1523","amenazadora:--¿Qué",1,18
"1524","amenazan;",1,9
"1525","amenazando",3,10
"1526","amenazar",2,8
"1527","amenizaban",1,10
"1528","América,",1,8
"1529","América;",1,8
"1530","América.Hemos",1,13
"1531","americana:",1,10
"1532","americano",1,9
"1533","americano,",1,10
"1534","americanos",1,10
"1535","ami",1,3
"1536","amí,",1,4
"1537","amiga",1,5
"1538","amiga,",4,6
"1539","amiga.--¡Oh!",1,12
"1540","amigablemente,",1,14
"1541","amigo",70,5
"1542","amigo,",13,6
"1543","amigo,y",1,7
"1544","amigo;",1,6
"1545","amigo!--Dolores",1,15
"1546","amigo?",1,6
"1547","amigo?--Gracias;",1,16
"1548","amigo.",1,6
"1549","amigo.--Sobre",1,13
"1550","amigo.En",1,8
"1551","amigodel",1,8
"1552","amigos",29,6
"1553","amigos,",8,7
"1554","amigos,agregado",1,15
"1555","amigos?",1,7
"1556","amigos.",1,7
"1557","amigos.--Aun",1,12
"1558","amigos.--No",1,11
"1559","amigos.--Por",1,12
"1560","amigos.--Va",1,11
"1561","amigos.A",1,8
"1562","amigos.Luis",1,11
"1563","amigosdevotos.",1,14
"1564","amigosostuvieron",1,16
"1565","amilanado",1,9
"1566","amilanara,",1,10
"1567","aMiramón",1,8
"1568","amis",1,4
"1569","amistad",12,7
"1570","amistad,",1,8
"1571","amistad.",1,8
"1572","amistad.--Poco",1,14
"1573","amistad.--Señor",1,15
"1574","amistad.--Si",1,12
"1575","amistades,",1,10
"1576","amistades.--Ésta",1,16
"1577","amistosa",1,8
"1578","amo",23,3
"1579","amo,",10,4
"1580","amo;",2,4
"1581","amo;además,",1,11
"1582","amo!--Tienes",1,12
"1583","amo.",1,4
"1584","amo.--¿Tan",1,10
"1585","amo.Don",1,7
"1586","amo.El",1,6
"1587","amo.En",1,6
"1588","amo.López",1,9
"1589","amo.Sánchez",1,11
"1590","amojamadoy",1,10
"1591","Amondia",2,7
"1592","amonestaciones.",1,15
"1593","amontonados",2,11
"1594","amontonó",1,8
"1595","amor",17,4
"1596","amor,",4,5
"1597","amor,sino",1,9
"1598","amor?--¡Oh!",1,11
"1599","amor.",1,5
"1600","Amor.",1,5
"1601","amor.¿Acaso",1,11
"1602","amor.La",1,7
"1603","amoratados",1,10
"1604","amordazado,",1,11
"1605","amores,",3,7
"1606","amores;",2,7
"1607","amores.Luis",1,11
"1608","amorir.--¿Quién",1,15
"1609","amorosamente",1,12
"1610","amortiguabanla",1,14
"1611","amos",1,4
"1612","amos,",1,5
"1613","amos;",1,5
"1614","amos.Dicho",1,10
"1615","ampara",1,6
"1616","amparará",1,8
"1617","amparo",4,6
"1618","Ampere,",1,7
"1619","ampliacapa",1,10
"1620","amplio",2,6
"1621","amplios",1,7
"1622","amuchas",1,7
"1623","amueblada",1,9
"1624","amuebladas,",1,11
"1625","amueblado",1,9
"1626","amueblado,aunque",1,16
"1627","amuerte",2,7
"1628","amuerte?",1,8
"1629","an",6,2
"1630","añadida",1,7
"1631","añadido",2,7
"1632","anadie,",1,7
"1633","anadie;",1,7
"1634","añadiendo",1,9
"1635","añadiendo:--Soy",1,15
"1636","añadió",24,6
"1637","añadió,",2,7
"1638","añadió:",11,7
"1639","añadió:--¡Bah!",1,14
"1640","añadió:--Almorcemos.El",1,22
"1641","añadió:--Ea,",1,12
"1642","añadió:--Señor",1,14
"1643","añadió:--Toma.",1,14
"1644","añadió:Abra",1,11
"1645","añadiósonriendo,",1,16
"1646","añadir",6,6
"1647","añadir;",1,7
"1648","añadirse",1,8
"1649","Anáhuac",1,7
"1650","Anáhuac,tiñéndolas",1,18
"1651","anaquelería",1,11
"1652","anarquía",1,8
"1653","anarquíaen",1,10
"1654","anatema",1,7
"1655","anatema,",2,8
"1656","ancha",5,5
"1657","ancha,",1,6
"1658","anchas",6,6
"1659","ancho",2,5
"1660","ancho.Don",1,9
"1661","anchos",1,6
"1662","anchuroso,",1,10
"1663","anciano",21,7
"1664","anciano,",4,8
"1665","anciano,dándole",1,15
"1666","anciano,que",1,11
"1667","anciano;",6,8
"1668","anciano.Los",1,11
"1669","ancianodando",1,12
"1670","and",65,3
"1671","AND",1,3
"1672","andadas",1,7
"1673","andamios",1,8
"1674","andamos",1,7
"1675","andando;",1,8
"1676","andar",8,5
"1677","andar,",2,6
"1678","andará,nada",1,11
"1679","andarevuelta.",1,13
"1680","andaría",1,7
"1681","andarmecon",1,10
"1682","andarpor",1,8
"1683","anddistributed",1,14
"1684","ande",1,4
"1685","andofficial",1,11
"1686","Andrés",62,6
"1687","Andrés,",16,7
"1688","Andrés,sujeto",1,13
"1689","Andrés;",2,7
"1690","Andrés:--Ha",1,11
"1691","Andrés?--Está",1,13
"1692","Andrés?--Probablemente",1,22
"1693","Andrés?--Tres",1,13
"1694","Andrés.--De",1,11
"1695","Andrés.--No",1,11
"1696","Andrés.--Si",1,11
"1697","Andrés.--Sí,",1,12
"1698","Andrés.--Ya",1,11
"1699","Andrés.El",1,9
"1700","Andréscogió",1,11
"1701","Andrésde",2,8
"1702","anduvo",1,6
"1703","anécdotas",1,9
"1704","anegadas",1,8
"1705","anejo,",1,6
"1706","anejos",1,6
"1707","anfitrión",1,9
"1708","anfitrión.--Siempre,",1,20
"1709","anfitriónle",1,11
"1710","angarillas",1,10
"1711","ángel",3,5
"1712","ángeles,",1,8
"1713","Ángeles,",2,8
"1714","angostándose",1,12
"1715","angosto",1,7
"1716","angosto,",1,8
"1717","ángulo,",1,7
"1718","ángulos",3,7
"1719","angulosa,",1,9
"1720","angustia",1,8
"1721","angustia,",1,9
"1722","anhelaba",1,8
"1723","anhelada,",1,9
"1724","anhelar",1,7
"1725","anhele",1,6
"1726","anheloso",1,8
"1727","anilla",1,6
"1728","anilla.Una",1,10
"1729","anima",2,5
"1730","animaba",2,7
"1731","animaba:«",1,9
"1732","animaba.",1,8
"1733","animación",2,9
"1734","animación.--¡Ah!",1,16
"1735","animada",1,7
"1736","animada;",1,8
"1737","animada.--¿Y",1,12
"1738","animadísimo",1,11
"1739","animadoaspecto",1,14
"1740","animal",4,6
"1741","animales",1,8
"1742","animalito.¡Cuán",1,15
"1743","animan",1,6
"1744","animar",1,6
"1745","ánimo",4,5
"1746","ánimo,",4,6
"1747","ánimo;",1,6
"1748","ánimo.Con",1,9
"1749","ánimonecesaria",1,14
"1750","animosa",1,7
"1751","animosamente",1,12
"1752","animoso",1,7
"1753","animosoe",1,8
"1754","animosos",1,8
"1755","aniversario,",1,12
"1756","ano",2,3
"1757","año",1,3
"1758","anoche,",1,7
"1759","anochecer",1,9
"1760","anomalía,",1,9
"1761","anomalías,",1,10
"1762","anómalo",1,7
"1763","anonadaron",1,10
"1764","anónimas,",1,9
"1765","años",31,4
"1766","años,",12,5
"1767","años;",1,5
"1768","años?",1,5
"1769","años.",1,5
"1770","años.--Lo",1,9
"1771","anosotros",1,9
"1772","añospersigo",1,11
"1773","ansiedad",6,8
"1774","ansiedad,",1,9
"1775","ansiedad.--No,",1,14
"1776","ansiedad.--Que",1,14
"1777","ansiedad.En",1,11
"1778","ante",62,4
"1779","Ante",1,4
"1780","anteanoche,",1,11
"1781","antecámara",1,10
"1782","antecedentes",1,12
"1783","antecedentes;",1,13
"1784","antela",1,6
"1785","antemano",4,8
"1786","antemano,",1,9
"1787","antemí;",1,7
"1788","antepasado",1,10
"1789","antepasados",1,11
"1790","antepasados,",3,12
"1791","anterior",3,8
"1792","anteriores",1,10
"1793","anteriormenteha",1,15
"1794","anteriormentetomara.",1,20
"1795","antes",48,5
"1796","antes,",2,6
"1797","antes,y",1,7
"1798","antes;",1,6
"1799","antes.--No",1,10
"1800","antes.--Perfectamente.López",1,27
"1801","antes.El",1,8
"1802","antesala,",2,9
"1803","antesala.",1,9
"1804","antespasar",1,10
"1805","antetodo,",1,9
"1806","anticipadamente",3,15
"1807","antifaz",1,7
"1808","antigua",2,7
"1809","antiguamente",1,12
"1810","antiguas",3,8
"1811","antiguo",3,7
"1812","antiguos",3,8
"1813","antipatía",2,9
"1814","antítesis",1,9
"1815","antoja",1,6
"1816","antojase",2,8
"1817","antoje,",1,7
"1818","antoje.--¡Qué",1,13
"1819","antojo",2,6
"1820","antojo,",4,7
"1821","antojo.",1,7
"1822","antojo.--¡Oh!",1,13
"1823","antojo.--Corriente,",1,19
"1824","Antonio",41,7
"1825","Antonio,",13,8
"1826","Antonio;",3,8
"1827","Antonio;a",1,9
"1828","Antonio.",1,8
"1829","Antonio.--¡Caramba!",1,19
"1830","Antonio.--Beso",1,14
"1831","Antonio.--Estamos",1,17
"1832","Antonio.--Vayan",1,15
"1833","Antonio.El",1,10
"1834","Antonio.Éste",1,12
"1835","Antonio.Hacía",1,13
"1836","AntonioCacerbar,",1,16
"1837","AntonioCacerbar.--¡Por",1,22
"1838","Antonioestaba",1,13
"1839","Antoniose",1,9
"1840","antorcha",3,8
"1841","antorcha?--Ya",1,13
"1842","antorcha.--¿Dónde",1,17
"1843","antorchaen",1,10
"1844","antorchapróxima",1,15
"1845","antorchas",1,9
"1846","antorchas,",1,10
"1847","anudado",1,7
"1848","anudamos",1,8
"1849","anudar",3,6
"1850","anudarla",1,8
"1851","anudarlo",1,8
"1852","anudaron",6,8
"1853","anudó",6,5
"1854","anudóla",1,7
"1855","anuestro",1,8
"1856","anulaba",1,7
"1857","anular",1,6
"1858","anunciaba",2,9
"1859","anunciaban",1,10
"1860","anunciando",1,10
"1861","anunciar",1,8
"1862","anunciar,",1,9
"1863","anunciarle",1,10
"1864","anuncie;",1,8
"1865","anunció",5,7
"1866","anuncióa",1,8
"1867","any",25,3
"1868","Any",1,3
"1869","ANY",3,3
"1870","any)",1,4
"1871","anyadditional",1,13
"1872","anycountry",1,10
"1873","anyDefect",1,9
"1874","anyone",3,6
"1875","anyone.",1,7
"1876","anyoneproviding",1,15
"1877","anyother",1,8
"1878","anything",1,8
"1879","ANYTHING",1,8
"1880","anywhere",2,8
"1881","aobrar",1,6
"1882","aoídos",1,6
"1883","apacible,",1,9
"1884","apaciguar",1,9
"1885","apagaban",1,8
"1886","apagada:--Me",1,12
"1887","apagada.--¡Bendito",1,18
"1888","apagado",1,7
"1889","apagado;",1,8
"1890","apagando",1,8
"1891","apagaron",1,8
"1892","apagarse.El",1,11
"1893","apagó",1,5
"1894","aparador",1,8
"1895","aparadores,",1,11
"1896","aparato",1,7
"1897","aparecer",2,8
"1898","aparecer.En",1,11
"1899","aparecerán",1,10
"1900","aparecía",1,8
"1901","aparecíaen",1,10
"1902","aparecían",1,9
"1903","aparecido",2,9
"1904","aparecieron",3,11
"1905","apareció",8,8
"1906","aparecióuna",1,11
"1907","aparentar",1,9
"1908","aparente",2,8
"1909","aparentemansedumbre",1,19
"1910","aparentemente",3,13
"1911","aparentementeen",1,15
"1912","aparición",2,9
"1913","aparicióndel",1,12
"1914","apariciones,el",1,14
"1915","apariciónpara",1,13
"1916","apariencia",11,10
"1917","apariencia,",3,11
"1918","apariencia;",1,11
"1919","aparienciareligiosa",1,19
"1920","apariencias",3,11
"1921","aparienciasde",1,13
"1922","aparta",1,6
"1923","apartándose",1,11
"1924","apartar",2,7
"1925","apartarde",1,9
"1926","aparte",5,6
"1927","aparte;",1,7
"1928","apartó",3,6
"1929","apasar",1,6
"1930","apaso,",1,6
"1931","apeaba",1,6
"1932","apeado",1,6
"1933","apeándose,",2,10
"1934","apeándose;",1,10
"1935","apear",1,5
"1936","apearme",1,7
"1937","apearon",3,7
"1938","apearon,",1,8
"1939","apéense",1,7
"1940","apelar",1,6
"1941","apellida",1,8
"1942","apellidaba",1,10
"1943","apellidaban",1,11
"1944","apellidabantodavía",1,18
"1945","apellidadapor",1,13
"1946","apellidado",1,10
"1947","apellidándole",1,13
"1948","apellidar",2,9
"1949","apellidarle.IVDON",1,17
"1950","apellide",1,8
"1951","apellido",4,8
"1952","apellido,",2,9
"1953","apellido;",2,9
"1954","apellido.",1,9
"1955","apelotonados",1,12
"1956","apenas",24,6
"1957","Apenas",2,6
"1958","apenas,",1,7
"1959","apenasconoce,",1,13
"1960","apenasprobaba",1,13
"1961","apeó",4,4
"1962","apeó,",3,5
